Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Ordered_Date_Year,Ordered_Date_Month,Ordered_Date_Day,Time_OrderPicked_hours,Time_OrderPicked_mins,Time_Orderd_hours,Time_Orderd_mins,Time_taken (min),Distance_covered
21.0,5.0,Cloudy,Medium,0,motorcycle,0.0,No,Urban,2022,3,21,15,25,15,10,22,6.128899374764089
25.0,4.8,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,2,13,9,25,9,15,19,2.9303382895478234
31.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,7,23,15,23,10,17,4.590769055748737
25.0,4.7,Cloudy,Low,2,scooter,0.0,No,Metropolitian,2022,3,29,23,15,19,35,23,16.72060564152958
25.0,4.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,2,15,9,30,9,25,19,5013.585657718911
32.0,4.2,Stormy,High,1,motorcycle,0.0,No,Metropolitian,2022,3,15,14,45,14,35,31,6.036610249816451
25.0,4.5,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,9,20,10,19,55,18,7.546876906900249
21.0,3.7,Sunny,Jam,0,motorcycle,3.0,Yes,Urban,2022,3,26,20,15,19,35,53,7.660582694185052
33.0,4.8,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,2022,3,16,19,5,18,55,23,13.7884543583669
35.0,4.1,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,14,18,25,18,10,38,10.5652785705811
31.0,4.5,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,2022,3,18,19,55,19,40,33,10.564540523828974
26.0,4.6,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,18,19,5,19,35,26,16.90375725452544
29.0,5.0,Sunny,High,1,scooter,0.0,No,Urban,2022,4,5,11,35,11,25,10,3.025059809277375
29.0,4.9,Stormy,Low,2,scooter,1.0,No,Metropolitian,2022,3,12,23,15,23,10,15,16.65990378949706
28.0,4.7,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,5,19,35,21,55,23,4.596698554557205
29.0,4.9,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,2022,3,5,23,55,23,40,14,4.469223038792308
25.0,4.9,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,19,35,19,35,24,4.66345622976206
33.0,4.5,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,7,20,25,20,15,29,4.471739409979227
37.0,4.3,Stormy,Medium,0,motorcycle,1.0,No,Urban,2022,3,26,15,15,15,10,33,5.958759869151131
38.0,4.6,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,3,10,21,30,21,25,23,10.865409153294229
27.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,2022,2,17,8,15,8,10,24,1.5606420818115572
24.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,3,8,55,8,45,29,1.5545816630911855
37.0,4.6,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,30,19,30,19,25,29,4.657590955429781
33.0,4.8,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,3,25,17,55,17,50,15,10.70546847853061
25.0,4.8,Stormy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,6,20,5,19,50,15,19.66599261171412
26.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,4,5,19,25,19,15,26,7.447061074885405
27.0,4.6,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,6,18,50,18,35,27,19.97436311932321
,,Windy,Jam,1,scooter,1.0,Yes,Metropolitian,2022,2,12,20,30,19,35,41,20.88757287961888
29.0,4.6,Sunny,Medium,1,motorcycle,0.0,No,Urban,2022,4,1,15,40,15,25,11,6.2179328802641525
29.0,4.9,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,15,20,50,20,35,22,7.862668167410368
27.0,3.5,Sunny,Jam,0,motorcycle,3.0,No,Urban,2022,3,21,19,40,19,35,50,8.93778311563518
21.0,4.8,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,2022,3,8,22,30,22,20,14,19.913009545593138
21.0,4.9,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,2022,3,11,15,10,19,35,23,6.218076509100711
24.0,4.6,Fog,High,2,motorcycle,1.0,No,Metropolitian,2022,3,28,12,55,12,40,20,6.217525604924386
36.0,4.3,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,21,21,50,21,35,31,4.674153680097242
35.0,4.0,Fog,Medium,2,electric_scooter,1.0,No,Urban,2022,4,6,19,15,19,35,42,12.29361121840287
29.0,4.9,Sandstorms,High,2,scooter,0.0,No,Metropolitian,2022,3,30,13,55,13,50,16,6.117725989708161
25.0,4.9,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,2,14,19,35,22,55,19,16.368443538636935
38.0,4.5,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,4,19,35,21,55,32,16.60246716832672
25.0,4.7,Windy,High,2,electric_scooter,0.0,No,Metropolitian,2022,3,3,11,55,11,50,26,3.1046608747206426
33.0,3.8,Stormy,Medium,1,motorcycle,2.0,No,Urban,2022,3,18,18,50,18,45,37,13.97191478756942
15.0,1.0,,,3,bicycle,1.0,No,Metropolitian,2022,3,16,23,55,19,35,21,11.00773476374462
35.0,4.8,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,2022,2,12,22,45,22,30,23,16.36809881291643
23.0,4.7,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,2,13,19,35,8,50,16,3.0201207270529
30.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,9,9,10,8,55,24,1.5367158933394087
36.0,4.6,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,3,12,17,15,17,10,21,10.4332426099541
35.0,4.7,Sunny,Low,2,scooter,0.0,No,Urban,2022,2,11,22,40,22,25,11,7.48998095899907
34.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,10,20,55,20,40,39,19.36320422209685
25.0,4.8,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,2,12,18,40,18,25,21,19.396015245394
24.0,4.7,Fog,Low,0,motorcycle,0.0,No,Urban,2022,3,14,22,25,22,15,23,13.989473698864703
24.0,4.9,Cloudy,Medium,2,electric_scooter,1.0,No,Urban,2022,3,12,19,5,19,35,39,14.022321513257348
22.0,4.8,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,2022,2,14,21,45,21,40,30,12.58026782240096
23.0,5.0,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,21,19,35,18,50,18,9.17431677402621
34.0,4.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,16,23,20,23,15,44,13.682516298592295
24.0,4.3,Windy,Low,0,motorcycle,0.0,No,,2022,3,17,10,45,10,40,25,2.979626518993123
25.0,4.6,Sunny,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,16,20,50,20,40,24,12.43559785554022
30.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,21,10,25,10,20,21,3.059402876820984
34.0,3.5,Fog,Low,2,scooter,2.0,No,Metropolitian,2022,3,29,22,35,22,30,38,16.388478196037884
25.0,4.7,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,2,21,35,21,25,17,10.707675026486204
39.0,4.7,Stormy,Jam,2,scooter,1.0,No,Urban,2022,3,11,19,55,19,45,32,4.59595027478907
26.0,5.0,Cloudy,Jam,1,scooter,2.0,No,Metropolitian,2022,2,18,21,10,20,55,42,19.67506720408141
22.0,4.7,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,28,18,45,18,30,26,9.220550607824231
38.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Urban,2022,3,17,8,55,8,50,31,3.0736336615831137
37.0,4.7,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,2,18,15,18,10,42,14.02247678645099
38.0,4.6,Windy,Low,1,scooter,0.0,No,Metropolitian,2022,3,11,19,35,22,45,22,4.544232356931077
39.0,4.6,Fog,Low,1,scooter,0.0,No,Metropolitian,2022,3,5,11,5,10,55,19,3.0250984842245745
24.0,4.9,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,14,18,25,18,15,21,13.58314386669513
38.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,6,23,30,23,20,40,12.162306145096023
36.0,4.8,Fog,Low,2,scooter,1.0,No,Metropolitian,2022,3,18,19,35,23,55,27,12.23475004893086
34.0,4.5,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,2022,2,15,9,20,9,15,28,1.560615210724599
34.0,4.6,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,26,8,45,8,40,15,1.5581398113186735
20.0,4.9,Sunny,Jam,1,motorcycle,1.0,,Urban,2022,3,4,21,55,21,50,12,13.789485363023294
26.0,4.8,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,4,5,18,20,18,10,22,4.663310851898783
30.0,4.8,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,2022,3,14,18,20,18,10,26,16.65990378949706
23.0,4.7,Fog,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,10,22,20,22,10,21,13.40635545530559
38.0,4.4,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,3,10,35,10,25,25,1.5545063790428728
31.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Urban,2022,3,9,21,45,21,35,30,4.658001279265391
23.0,4.9,Fog,Medium,1,scooter,0.0,No,Metropolitian,2022,4,6,17,40,17,30,25,12.417792351617557
30.0,4.9,Sunny,Medium,2,scooter,0.0,No,Metropolitian,2022,3,24,17,20,17,15,19,7.448379823536196
23.0,4.8,Sunny,Low,1,scooter,0.0,No,Urban,2022,2,15,10,50,10,40,23,1.4652223678913632
23.0,4.6,Windy,Low,1,scooter,1.0,No,Metropolitian,2022,3,31,19,35,23,55,19,19.362740471251666
33.0,4.6,Stormy,Low,2,scooter,0.0,No,Urban,2022,2,12,23,35,23,20,17,16.787849624233772
27.0,4.8,Fog,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,31,23,10,19,35,24,14.02181621704118
27.0,4.9,Stormy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,9,17,50,17,35,22,7.562333809640329
38.0,4.6,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,30,22,50,22,40,22,4.657579589646204
25.0,4.6,Windy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,12,19,35,19,25,24,13.583332471810197
29.0,4.9,Stormy,High,1,scooter,1.0,No,Metropolitian,2022,2,11,14,45,14,35,29,6.290134677634678
39.0,4.7,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,3,8,19,50,19,40,17,20.18081128090421
36.0,3.9,Fog,Low,2,motorcycle,1.0,No,Urban,2022,2,18,22,50,22,45,36,6764.282268975216
23.0,4.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,2022,2,11,13,50,13,35,33,5.992109491407673
20.0,4.7,Windy,Low,1,motorcycle,1.0,No,Metropolitian,2022,4,5,10,20,10,15,17,3.105049191152739
36.0,4.7,Fog,Low,1,motorcycle,0.0,No,Metropolitian,2022,3,19,10,50,10,35,15,3.05960707159485
50.0,6.0,,,3,electric_scooter,0.0,No,Urban,2022,4,2,22,10,19,35,20,19.3626986679347
36.0,4.3,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,30,19,5,18,55,35,9.121049806498666
31.0,4.4,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,27,18,50,18,40,43,10.42720866042292
25.0,4.9,Stormy,Low,0,motorcycle,1.0,No,Urban,2022,3,10,23,25,23,20,19,11.917101549462794
,,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,25,21,15,19,35,44,17.075035490452994
31.0,3.5,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,8,21,5,19,35,33,12.243495934752104
35.0,4.6,Sunny,Medium,2,motorcycle,1.0,No,Metropolitian,2022,2,15,18,5,17,55,18,4.476763082164043
38.0,4.7,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,8,19,35,22,55,28,14.022295961633713
36.0,3.6,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,4,2,18,10,17,55,39,12.162009006258286
30.0,4.3,Windy,Low,0,motorcycle,0.0,No,Urban,2022,3,1,8,45,8,30,22,1.5367917694809952
38.0,5.0,Cloudy,High,1,scooter,1.0,No,,2022,2,11,14,40,14,25,36,6.175516093405999
21.0,4.8,Windy,Jam,1,scooter,1.0,No,Metropolitian,2022,2,14,21,25,21,20,27,19.34361063214718
35.0,4.9,Fog,Jam,2,scooter,2.0,No,Metropolitian,2022,4,2,20,5,19,35,41,13.68204452608078
21.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,6,18,55,18,40,25,19.915971082561143
37.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Urban,2022,3,5,17,45,17,35,24,7.790156595702848
22.0,4.7,Stormy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,10,21,45,21,40,16,17.074256778794595
22.0,5.0,Sandstorms,Medium,2,scooter,0.0,No,Urban,2022,4,1,16,50,16,35,25,6.03744523636816
,,Stormy,High,1,motorcycle,0.0,No,Urban,2022,4,1,12,20,19,35,28,6.12841937845769
29.0,4.6,Sunny,Jam,1,scooter,0.0,No,Metropolitian,2022,3,4,21,55,21,45,13,16.659890497111146
38.0,4.9,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,2022,3,31,20,45,20,40,44,13.403654333869838
21.0,4.9,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,15,10,40,10,25,18,3.0295246341921644
25.0,4.1,Fog,Jam,2,scooter,1.0,No,Urban,2022,4,4,19,40,19,30,36,13.762197002525635
30.0,4.6,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,2022,3,27,18,20,18,10,33,12.256834609677016
28.0,4.7,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,11,20,5,19,50,22,9.220397882984718
31.0,4.7,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,2,20,55,20,50,29,19.36320422209685
,,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,18,23,55,19,35,27,16.659974055073302
24.0,4.9,Sandstorms,Low,1,scooter,0.0,No,Urban,2022,3,3,10,20,10,10,10,1.5322885596942126
20.0,4.8,Stormy,Medium,2,scooter,1.0,No,Urban,2022,3,26,18,15,18,10,22,7.683556858430526
27.0,4.8,Sunny,Jam,1,motorcycle,0.0,No,Urban,2022,2,16,20,25,20,20,21,16.60811661507955
30.0,4.6,Stormy,Jam,1,motorcycle,1.0,No,Urban,2022,2,15,19,35,21,55,26,4.476660500738904
37.0,4.8,Stormy,Low,1,scooter,0.0,No,Metropolitian,2022,3,17,8,50,8,45,26,1.536802066394733
31.0,4.8,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,2,21,10,20,55,44,17.29786575291325
39.0,4.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,30,21,55,21,40,44,9.075228438646324
27.0,4.9,Stormy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,5,21,55,21,50,16,9.220449825751995
28.0,4.6,Sandstorms,High,2,electric_scooter,1.0,No,Metropolitian,2022,4,1,11,30,11,20,13,3.105363416194922
20.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,2,16,20,45,20,35,36,12.35263985896029
38.0,5.0,Fog,Medium,2,motorcycle,0.0,No,Urban,2022,3,1,17,35,17,30,15,9.314781588433537
20.0,4.8,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,12,20,55,20,50,28,17.138074588551884
20.0,4.7,Cloudy,Low,1,motorcycle,0.0,No,Urban,2022,2,11,22,55,22,45,11,9.271888389475569
35.0,4.2,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,5,9,5,19,35,24,3.1051103947027285
21.0,4.6,Fog,Jam,1,scooter,1.0,No,Metropolitian,2022,2,15,22,5,21,55,28,9.363623288888856
25.0,4.9,Stormy,Medium,2,scooter,0.0,No,Urban,2022,3,20,18,45,18,40,22,12.46426668801362
37.0,4.7,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,2022,3,30,10,10,19,35,28,3.145067434621583
39.0,4.9,Stormy,Jam,0,motorcycle,,No,Metropolitian,2022,3,23,19,35,21,45,44,13.631440268080546
32.0,4.0,Sandstorms,Jam,0,motorcycle,1.0,Yes,Metropolitian,2022,3,7,19,55,19,40,49,7.763485791200292
27.0,4.6,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,20,18,35,18,20,29,10.64201906419996
39.0,4.7,Stormy,Jam,0,motorcycle,1.0,No,Urban,2022,4,1,20,55,20,50,35,4.663544352411129
34.0,4.7,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,2022,3,2,22,50,22,40,19,10.881431823102778
33.0,4.6,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,2022,3,16,20,45,20,35,36,12.291841945089606
36.0,4.3,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,13,22,45,22,40,23,4.4942066418864055
27.0,5.0,Stormy,High,1,motorcycle,1.0,No,Urban,2022,3,1,19,35,14,55,13,6.147415198875052
35.0,4.5,Cloudy,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,26,19,20,19,10,27,9.193520993944183
22.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,2,18,22,55,22,45,21,16.608224637742175
35.0,4.9,Sunny,Low,2,scooter,0.0,No,Metropolitian,2022,3,11,9,5,19,35,11,3.104928771230412
38.0,4.6,Stormy,Low,2,scooter,0.0,No,Metropolitian,2022,3,1,22,25,22,10,27,9.055525276451307
24.0,4.6,Fog,High,2,electric_scooter,1.0,No,Metropolitian,2022,3,17,13,35,13,30,21,6.081142187746012
30.0,4.9,Windy,Low,2,scooter,1.0,No,Metropolitian,2022,3,11,9,45,9,30,21,1.514788572005127
38.0,4.9,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,2022,2,17,17,35,17,20,32,9.435201537430713
37.0,4.8,Stormy,High,2,motorcycle,0.0,No,Metropolitian,2022,3,13,12,40,12,35,28,6.290134677634678
21.0,4.6,Sunny,Jam,2,scooter,0.0,No,Urban,2022,2,14,21,15,21,10,11,19.67344905093909
26.0,4.9,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,2022,2,18,18,40,18,25,16,16.787849624233772
22.0,4.9,Stormy,Medium,0,motorcycle,1.0,No,Urban,2022,3,13,19,5,18,55,17,7.683765443180289
,,Sunny,Low,1,scooter,0.0,No,Urban,2022,4,4,23,35,19,35,27,13.97194896017493
26.0,4.9,Stormy,Medium,2,scooter,0.0,No,Metropolitian,2022,3,20,17,55,17,50,18,19.68834031167857
39.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,2022,3,6,22,5,19,35,40,16.900616226154256
21.0,4.6,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,12,23,20,23,10,18,19.76188003558724
31.0,3.6,Stormy,Jam,1,motorcycle,2.0,No,Urban,2022,3,29,22,5,21,55,42,12.09869993627986
39.0,4.7,Stormy,Medium,2,scooter,1.0,No,Urban,2022,3,5,15,40,15,25,26,6.290134677634678
,,,,3,scooter,1.0,No,Metropolitian,2022,3,6,20,50,19,35,39,19.975696041451314
36.0,4.6,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,3,21,25,21,10,18,7.56206997216248
35.0,4.8,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,2022,2,17,22,5,19,35,26,9.263056833399029
30.0,4.7,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,2022,3,9,18,40,18,30,26,9.31399060766806
23.0,4.8,Fog,Jam,2,motorcycle,0.0,No,Urban,2022,4,6,19,35,19,45,30,20.25305420828035
,,Sandstorms,High,2,motorcycle,0.0,No,Urban,2022,3,1,13,30,19,35,32,6.290134677634678
39.0,4.6,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,2022,3,17,9,55,9,45,18,1.554424975889475
25.0,4.5,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,3,10,18,10,17,55,29,19.688553005364493
35.0,4.8,Fog,Jam,2,motorcycle,2.0,No,Metropolitian,2022,3,12,22,5,21,50,39,19.976027554946448
20.0,4.5,Windy,Medium,0,motorcycle,0.0,No,Urban,2022,4,1,17,35,17,30,14,4.589499486380355
30.0,4.7,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,2022,4,6,21,35,21,20,36,19.88997830374344
,,,,2,scooter,0.0,No,Metropolitian,2022,3,28,9,25,19,35,29,3.145067434621583
26.0,4.5,Cloudy,Medium,2,scooter,1.0,No,Urban,2022,3,17,18,25,18,10,10,4.469157679084987
23.0,5.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,2022,2,18,18,55,18,50,21,19.62721390576788
37.0,4.8,Windy,Low,2,scooter,0.0,No,Metropolitian,2022,3,18,22,50,22,45,22,19.97528686238852
20.0,4.5,Stormy,High,2,electric_scooter,0.0,No,Metropolitian,2022,3,9,11,55,11,50,21,3.1161407812915187
,,Cloudy,Low,1,scooter,1.0,No,,2022,3,13,9,55,9,50,14,2.979527470384624
28.0,4.1,Windy,Low,0,motorcycle,1.0,No,Urban,2022,3,15,23,10,22,55,28,9.122108408658214
23.0,4.7,Stormy,Jam,2,motorcycle,,No,Metropolitian,2022,3,12,19,50,19,40,26,10.725127399399224
23.0,4.8,Stormy,Jam,2,scooter,1.0,No,Urban,2022,2,18,20,25,20,15,18,16.646545996493984
25.0,4.9,Stormy,Jam,1,scooter,0.0,No,Metropolitian,2022,3,27,19,45,19,35,20,20.177519993018656
30.0,4.5,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,17,15,35,15,20,29,5.9690346942813095
33.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,2,16,18,40,18,35,47,16.47695255795527
20.0,4.9,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,2022,3,1,17,20,17,15,14,4.469166522803337
29.0,4.5,Cloudy,Medium,0,motorcycle,1.0,Yes,Metropolitian,2022,2,18,17,40,17,30,41,17.29786575291325
26.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,,2022,4,5,19,20,19,10,13,9.219783818326416
34.0,4.6,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,26,18,35,18,20,16,4.65715978228187
35.0,4.2,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,2022,3,8,21,55,21,45,33,16.600272418856072
36.0,4.1,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,3,13,20,5,19,35,34,7.546781220484458
39.0,4.6,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,30,21,30,21,20,26,4.674333788013509
27.0,4.9,Windy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,19,19,15,19,35,25,9.315069177421892
21.0,4.8,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,10,19,35,20,45,26,19.65982489949014
28.0,4.3,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,28,22,5,21,50,31,7.772523200443429
33.0,4.6,Fog,Low,2,scooter,1.0,No,Urban,2022,3,15,9,45,9,30,16,1.5322885596942126
28.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,2022,3,19,21,15,19,35,21,4.67431885403065
30.0,4.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,2022,3,27,21,35,21,25,35,20.18263448829367
32.0,4.9,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,31,18,30,18,25,32,20.20525323529291
24.0,4.6,Stormy,Low,1,scooter,1.0,No,Urban,2022,3,23,22,40,22,25,15,20.25401003649676
31.0,4.8,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,2022,3,24,11,25,11,10,34,3.073787868356216
25.0,4.7,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,2022,4,5,11,40,11,30,28,1.512515889082832
33.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,2022,3,17,23,5,19,35,31,9.22049964090574
20.0,4.3,Windy,Low,0,motorcycle,0.0,No,Metropolitian,2022,3,24,9,40,9,35,16,1.5580865162468949
33.0,4.8,Fog,Jam,2,electric_scooter,0.0,No,Metropolitian,2022,3,31,21,20,21,15,35,13.830329612968956
,,Stormy,Medium,1,scooter,1.0,No,Metropolitian,2022,3,4,19,15,19,35,24,12.116950608888414
20.0,4.8,Sunny,Medium,1,scooter,0.0,No,Metropolitian,2022,3,29,18,50,18,35,11,13.830084721845328
33.0,4.5,Stormy,Low,1,motorcycle,1.0,No,Urban,2022,3,12,22,55,22,45,17,17.07661742698135
35.0,4.3,Sandstorms,High,1,scooter,1.0,No,Metropolitian,2022,3,5,11,25,11,20,32,1.5295062057776052
31.0,4.7,Sunny,Medium,1,scooter,1.0,No,Metropolitian,2022,3,1,16,50,16,45,18,6.081389116676368
21.0,4.7,Sunny,Medium,2,scooter,1.0,No,Metropolitian,2022,2,11,17,45,17,35,19,7.862668167410368
30.0,4.4,Windy,Medium,0,motorcycle,2.0,No,Metropolitian,2022,3,29,18,5,19,35,49,14.02181621704118
31.0,4.0,Windy,Jam,1,scooter,1.0,No,Metropolitian,2022,3,30,21,30,21,20,31,4.560975023660999
34.0,4.9,Sandstorms,Medium,1,motorcycle,1.0,No,Urban,2022,3,21,18,5,17,55,29,9.121421674135904
26.0,4.9,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,2022,2,11,18,20,18,15,24,7.567713368601147
35.0,4.2,Windy,Medium,2,scooter,1.0,No,Metropolitian,2022,3,23,17,20,17,10,31,10.756961091860273
36.0,4.3,Stormy,Jam,2,scooter,1.0,No,Urban,2022,3,4,21,10,20,55,35,19.363385329656776
27.0,4.8,Sunny,Low,2,scooter,1.0,No,Metropolitian,2022,3,1,10,55,10,50,23,1.4895293820617894
24.0,3.2,Sunny,Low,1,motorcycle,2.0,No,Metropolitian,2022,2,14,19,35,22,55,40,12.484945384052766
24.0,5.0,Cloudy,Low,1,scooter,0.0,No,Urban,2022,3,7,22,25,22,10,15,4.544208221887867
33.0,3.9,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,2022,3,4,21,35,21,30,44,19.362561679297382
25.0,4.7,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,2022,4,6,19,35,22,45,18,16.827953238536708
26.0,5.0,Fog,Medium,0,motorcycle,0.0,No,Urban,2022,3,21,19,10,19,35,21,4.657579589646204
22.0,4.6,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,2022,3,11,10,55,10,40,13,3.0585514953413155
33.0,4.3,Stormy,Jam,2,scooter,1.0,No,Urban,2022,3,8,19,30,19,20,40,19.91554755152054
33.0,5.0,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,2022,3,8,17,30,17,20,24,12.072385194581402
38.0,4.7,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,2022,3,8,21,15,21,10,36,12.161417162421785
22.0,4.8,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,2022,4,4,21,45,21,35,46,19.88701283582688
37.0,4.8,Fog,Low,0,motorcycle,0.0,No,Urban,2022,4,5,9,35,9,20,20,3.064404727369966
